date,tweet,language,hashtags
2022-02-25,🌎  All our thoughts and prayers go out to Ukrainian people 🇺🇦  Romanian borders are open for Ukrainian refugees 💞   Photo: Castelul Bran   https://t.co/ih2Np2Qv2j  #Ukraine #BranCastle #SayNoToWar #Transylvania #Romania  https://t.co/iwegwzhf6r,en,"['ukraine', 'brancastle', 'saynotowar', 'transylvania', 'romania']"
2022-02-25,The World survived Hitler... the world will survive #Putin   BUT we will bring Putin to Den Haag !!!  #PutinIsaWarCriminal #Ukraine #totalembargoonrussia #totalsanctionrussia #StopRussianAggression #StopPutin,en,"['putin', 'putinisawarcriminal', 'ukraine', 'totalembargoonrussia', 'totalsanctionrussia', 'stoprussianaggression', 'stopputin']"
2022-02-25,Support #Ukraine  soldiers by donating to them. More than 500 000$ have been raised in a day. Show ur support on btc: bc1q0qe2v3e2k3zdwzhaw79hlhdc5j0w9z8hfrvgn7,en,['ukraine']
2022-02-25,#NATO Help us! Bring your forces to #Ukraine! To close the sky. To give shelter from the sky!,en,"['nato', 'ukraine']"
2022-02-25,"Why does #NATO exist? Isn’t it to protect countries who can’t protect themselves? When Saddam attacked Kuwait,NATO got all nations involved to rally together and push him out. Why can’t we do the same for #Ukraine ? does it really matter if they aren’t in #NATO Yet ? #HelpUkraine",en,"['nato', 'ukraine', 'nato', 'helpukraine']"
2022-02-25,@UNILAD are you for real?!?!? People are dying and you have time for sarcasm?? #FreeUkraine #UkraineUnderAttack #Ukraine #UkraineInvasion  https://t.co/B4r8BkJG4c,en,"['freeukraine', 'ukraineunderattack', 'ukraine', 'ukraineinvasion']"
2022-02-25,If you hear this be prepared to cry 🥺🥺🥺💔😭😭😭😭 #Ukraine,en,['ukraine']
2022-02-25,"I spent a week in #Kyiv back in 2006. What a beautiful place with great people. Ironically, we all spent every night hanging with the locals here in the aptly named Independence Square. 🇺🇦   #FreeUkraine #IndependenceSquare #Ukraine #Kiev  https://t.co/UBZgYexg3F",en,"['kyiv', 'freeukraine', 'independencesquare', 'ukraine', 'kiev']"
2022-02-25,"How utterly terrifying. Imagine bombs falling in your neighborhood and home, being injured, not knowing when you’d next have food, water, clothes, a shower, toothbrush or see your family, friends, pet, home and carrying your belongings. Praying 🙏 for Ukrainians. #Ukraine #Peace",en,"['ukraine', 'peace']"
2022-02-25,In this video i explained #UkraineRussia issue and its impacts on the world and Pakistan.@LearnRightNowpk  link of video:-  https://t.co/b9T7QKeeWB #WW3 #Ukraine #UkraineInvasion #UkraineUnderAttack #UkraineRussiaConflict #NATO #UkraineRussie #CSS2022 #pms #ImranKhaninRussia  https://t.co/Bb3NILr8ek,en,"['ukrainerussia', 'ww3', 'ukraine', 'ukraineinvasion', 'ukraineunderattack', 'ukrainerussiaconflict', 'nato', 'ukrainerussie', 'css2022', 'pms', 'imrankhaninrussia']"
2022-02-25,"Working on a video about ukraine and russia conflict. So go to the following link, hit that subscribe button and stay tuned:  https://t.co/jhmexrET6Z  #UkraineRussia #Ukraine #Europe #UkraineInvasion",en,"['ukrainerussia', 'ukraine', 'europe', 'ukraineinvasion']"
2022-02-25,Expel Genocidal Racist US from SWIFT &amp; NATO.  US in $30 Trillion DEBT sold $4b weapons into #Ukraine (&amp; Taiwan) for money &amp; kick start genocidal wars &amp; flee.  All weapons destroyed in one day by Russia - it's not going to be used to kill anyone.  Expel US servitude in #Taiwan.,en,"['ukraine', 'taiwan']"
2022-02-25,Now would Ukraines making molotov cocktails be considered terrorists who are fighting for their existence or only Palestinians who make same are considered terrorists? Askin for Palestinians. #UkraineRussia #Ukraine #FreePalestine #SheikhHasina,en,"['ukrainerussia', 'ukraine', 'freepalestine', 'sheikhhasina']"
2022-02-25,I guarantee you - at least 75% of the spanners saying Ireland shouldn't take in #Ukraine refugees contribute zero to their own communities - even though they obvs have way too much time on their hands. And now - for some muting!,en,['ukraine']
2022-02-25,@RichardHaass And western shall stay coward. #UnitedNations couldn't do anything to avoid Afghanistan other than babbling forget #NATO would do something different. #Ukraine must accept that it's played by America and forget getting nato affiliation.,en,"['unitednations', 'nato', 'ukraine']"
2022-02-25,"#AirIndia is planning to operate two flights to Romanian capital Bucharest on Friday to evacuate Indians stranded in #Ukraine due to a Russian military offensive, senior government officials said. #UkraineRussiaCrisis  https://t.co/g3LEQqLORt  https://t.co/8fhi65qokt",en,"['airindia', 'ukraine', 'ukrainerussiacrisis']"
2022-02-25,"I am just so struck by how alone #Ukraine is right now.  And yes, I am one of those people struggling to focus on anything else.",en,['ukraine']
2022-02-25,@lil_whind Stop the war in #Ukraine  https://t.co/Oby9FxjYwp,en,['ukraine']
2022-02-25,"Russian President #VladimirPutin told his Chinese counterpart #XiJinping that Moscow is willing to hold “high-level negotiations with #Ukraine”, China’s foreign ministry said.  (reports @spatranobis)   https://t.co/YRHrYgLPve",en,"['vladimirputin', 'xijinping', 'ukraine']"
2022-02-25,I stand with the people of Ukraine. Words cannot comprehend the horrific nature of what is unfolding. This is truly a dark time for Europe.  It's shocking to say that this is happening in the 21st Century.  #FreeUkraine  🇺🇦🇺🇦🇺🇦 #IStandWithUkraine #Ukraine  https://t.co/ATAl35uIJj,en,"['freeukraine', 'istandwithukraine', 'ukraine']"
2022-02-25,What time do know   #RussiaUkraineConflict  #Ukraine  https://t.co/EY8HaAmygB,en,"['russiaukraineconflict', 'ukraine']"
2022-02-25,Champions League Final shifted from Saint Petersburg to Paris  F1 cancels Russian GP  Manchester United cuts ties with Russian Airlines as sponsor #Ukraine  #UkraineInvasion  #UkraineRussia,en,"['ukraine', 'ukraineinvasion', 'ukrainerussia']"
2022-02-25,@vonderleyen @EU_Commission admit that you're coward  #EU #Nato #USA #RussiaUkraineWar #Russia #Ukraine #Kiev #Kyiv,en,"['eu', 'nato', 'usa', 'russiaukrainewar', 'russia', 'ukraine', 'kiev', 'kyiv']"
2022-02-25,"On #Ukraine, PM @ImranKhanPTI has shared his belief that disputes should be resolved through dialogue and diplomacy - conflict is not in anyone’s interest. In terms of evacuations of the Pakistani community, @PakinUkraine is working round the clock to ensure safe evacuation.",en,['ukraine']
2022-02-25,@AIPSmedia strongly condemns the “Special Military Operation“ that created a humanitarian tragedy in Ukraine  @giannimerloAIPS #Ukraine #UkraineRussia   https://t.co/L1TAnmShHI,en,"['ukraine', 'ukrainerussia']"
2022-02-25,Let us pray. We all are in this. I have endured too many family members in uniforms. Thankfully they all returned home including my husband. 🙏🙏#Ukraine #UkraineUnderAttack #UkraineInvasion,en,"['ukraine', 'ukraineunderattack', 'ukraineinvasion']"
2022-02-25,"The entire world should encourage the Russian armed forces and the Russian police to think twice when they decide to take part in this illegal, inhumane attacking and arresting of innocent people.  #Ukraine #SWIFT #RussiaUkraineConflict #Russia #Putin",en,"['ukraine', 'swift', 'russiaukraineconflict', 'russia', 'putin']"
2022-02-25,Like the pandemic wasn't enough!! I'm terribly sorry for the people in Ukraine #IStandWithUkraine #Ukraine,en,"['istandwithukraine', 'ukraine']"
2022-02-25,Putin doesn't deserve to live. #prayersForUkraine #Ukraine #RussiaUkraineWar,en,"['prayersforukraine', 'ukraine', 'russiaukrainewar']"
2022-02-25,Admire your stance @colinbrazierGBN but really do question #GBNews for giving airtime to just a ranting incomprehensible buffoon! The lady from #Ukraine’s gesture at the end said it all !,en,"['gbnews', 'ukraine']"
2022-02-25,"If history has taught us anything men under the height of 5'10"" should not be allowed to run a country. #Putin  #Napoleon  #Hitler   #Ukraine",en,"['putin', 'napoleon', 'hitler', 'ukraine']"
2022-02-25,#UkraineRussia #Ukraine #StopWar #UkraineInvasion #LaGuerre #NATO #EU #UN Is this a SPECIAL MILITARY OPERATON or NOT?,en,"['ukrainerussia', 'ukraine', 'stopwar', 'ukraineinvasion', 'laguerre', 'nato', 'eu', 'un']"
2022-02-25,Putin fears Republicans he doesn't fear Democrats.  Putin took part of #Ukraine during the Obama administration &amp; took the rest during Biden's.  Why take part of a country then wait 4 years to take the rest?   Oh...  https://t.co/PU1FT0hpKn,en,['ukraine']
2022-02-25,"Today we met with Ukrainian Representative in #Palestine M.Tyokin expressed strong solidarity over🇷🇺military invasion of #Ukraine, in flagrant violation of international law. We expressed full, unanimous support for🇺🇦sovereignty &amp; territorial integrity   #WeStandWithUkraine🇱🇹🇪🇺🇺🇦  https://t.co/EOMt2U3Rdt",en,"['palestine', 'ukraine', 'westandwithukraine']"
2022-02-25,"Breaking: Russian airborne forces successfully conducted a landing operation at the Gostomel airfield outside Kiev, blocking the Ukrainian capital city from the west, the Russian Defense Ministry said #russianinvasion #Putin #Ukraine #UkraineRussia",en,"['russianinvasion', 'putin', 'ukraine', 'ukrainerussia']"
2022-02-25,"@unionsaustralia @ituc 2/2: the coup govt in #Ukraine recently massed ~150,000 soldiers on the front line, apparently to reconquer #Donetsk &amp; #Luhansk (then #Russia massed troops on their own border).  In all of these circumstances, what do you expect the people of #Donetsk, #Luhansk &amp; #Russia to do?  https://t.co/r7qNwPzXl3",en,"['ukraine', 'donetsk', 'luhansk', 'russia', 'donetsk', 'luhansk', 'russia']"
2022-02-25,"Ukraine Under Siege: What are the sanctions imposed on Russia so far? And, what is the significance of Russian takeover of Chernobyl? @Parikshitl explains   #UkraineInvasion, #Ukrainians #Russians #UkraineUnderAttack  #Russia #UkraineRussiaCrisis #Ukraine  https://t.co/aqYlVc0ZPs",en,"['ukraineinvasion', 'ukrainians', 'russians', 'ukraineunderattack', 'russia', 'ukrainerussiacrisis', 'ukraine']"
2022-02-25,#JohnsonOut32 #Ukraine #UkraineInvasion UK Government not doing enough. I wonder why?  https://t.co/vGDTE6nXGb,en,"['johnsonout32', 'ukraine', 'ukraineinvasion']"
2022-02-25,I’m going to Universal Studios today! #Ukraine,en,['ukraine']
2022-02-25,Iran regime clearly stands with Russia and defend the invasion of #Ukraine . It is time for setting a stop to all Iran efforts for developing nuclear weapon. Iran is the coming devastating threat to the whole world.,en,['ukraine']
2022-02-25,"#Ukraine #RedDeadRedemption2 @OnlyPVPCat  Here is hoping that PvPCat, his wife and his cat are safely reunited. This is worth viewing...Hang in there Rasputin (My nickname for him since his character looks like Rasputin) Prayers are with you.    https://t.co/4dthkNl6rp",en,"['ukraine', 'reddeadredemption2']"
2022-02-25,@mlibtarded's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,en,[]
2022-02-25,#Ukrainians ask #NATO to bring their forces to #Ukraine ❗️ At least to close the sky. To give shelter from the sky 🙏🏻 And #CutoffRussiafromSWIFT,en,"['ukrainians', 'nato', 'ukraine', 'cutoffrussiafromswift']"
2022-02-25,"The Ukrainians aren’t going to go away easily if they can actually be defeated at all, urban and countryside guerilla warfare is ugly. I don’t think Pooty thought this through. #Ukraine #Russia",en,"['ukraine', 'russia']"
2022-02-25,"Not a great time for a comparison, but I’m trying to picture former Pres Trump defending the streets of an American city with an AK-47 #kyiv #Russia #Ukraine",en,"['kyiv', 'russia', 'ukraine']"
2022-02-25,"""I call upon the United Nations Security Council to do their mediation work to resolve the conflict between Russia and Ukraine."" - President Cyril Ramaphosa  #Ukraine #Ukraina #Russia #Putin #WWIII #worldwar3 #UkraineRussie #RussiaUkraineConflict Russia  #RussiaInvadedUkraine  https://t.co/scdFVcvid7",en,"['ukraine', 'ukraina', 'russia', 'putin', 'wwiii', 'worldwar3', 'ukrainerussie', 'russiaukraineconflict', 'russiainvadedukraine']"
2022-02-25,Inside video of An apartment a residential building in #Kyiv completely destroyed by #Russian bombing.   #Ukrainian #UkraineRussiaConflict  #Ukraine #UkraineRussia #UkraineInvasion #Russia #RussiaUkraineWar  https://t.co/2ny67i3bee,en,"['kyiv', 'russian', 'ukrainian', 'ukrainerussiaconflict', 'ukraine', 'ukrainerussia', 'ukraineinvasion', 'russia', 'russiaukrainewar']"
2022-02-25,"Who will help Ukrainian people? Is Russia left unchecked? Doesn’t UN do anything? #Russia #Ukraine #Ukrainian #UnitedNations   Ukraine's great evacuation begins, thousands flee war  https://t.co/9J7j1rvL7a via @MailOnline",en,"['russia', 'ukraine', 'ukrainian', 'unitednations']"
2022-02-25,Mourning before lent Loss and hope etch brittle earth As a pysanka #haiku #FridayHaiku #Ukraine  https://t.co/nk347SBR8z,en,"['haiku', 'fridayhaiku', 'ukraine']"
2022-02-25,No more words #Ukraine  https://t.co/Tw8cuVQEIB,en,['ukraine']
2022-02-25,No lie told #UkraineRussia #Ukraine #Russia  https://t.co/9LabIRzOqT,en,"['ukrainerussia', 'ukraine', 'russia']"
2022-02-25,🚨BREAKING🚨  Ukrainian MoD claims destroying ballistic missiles and two Russian aircraft.  #Russia #Ukraine #BREAKING  https://t.co/1GLrupyOHe,en,"['russia', 'ukraine', 'breaking']"
2022-02-25,"@tvrain Realising #Ukraine is a more formidable opponent than expected? Or stalling for time? I wouldn't trust anything Russia says after their blatant lies! Keep fighting Ukraine, stay safe 🇺🇦",en,['ukraine']
2022-02-25,Ukraine claims Chernobyl radiation levels exceeded  #Ukraine #UkraineInvasion #UkraineRussia #UkraineUnderAttack #russianinvasion #RussiaUkraineWar #Chernobyl #Chernobyl_NPP   https://t.co/pjXkUZecpF,en,"['ukraine', 'ukraineinvasion', 'ukrainerussia', 'ukraineunderattack', 'russianinvasion', 'russiaukrainewar', 'chernobyl', 'chernobyl_npp']"
2022-02-25,The complexities and the power of SWIFT. #Ukraine   https://t.co/QmYy4Xow6U,en,['ukraine']
2022-02-25,"@Heinrich_Unland @n_roettgen By blocking serious sanctions (SWIFT system) on #Russia and any meaningful help for #Ukraine, #Italy, #Germany #Hungary are collaborators in the war crimes being committed by the Russians against the Ukrainian people.",en,"['russia', 'ukraine', 'italy', 'germany', 'hungary']"
2022-02-25,"The real drama with the European leaders, is that they read the Financial Times every day, but never read history. #Ukraine #EU #Draghi #Scholz",en,"['ukraine', 'eu', 'draghi', 'scholz']"
2022-02-25,Protesters worldwide take to the streets against Russian aggression in #Ukraine 🇺🇦  ABC News via @ABC -  https://t.co/Ocm8e241MC,en,['ukraine']
2022-02-25,☕️ Thoughts… Joe Biden leaving Americans behind in Ukraine!!! #NeverForget Afghanistan. @POTUS has not learned from his mistakes… Crazy! #Ukraine #Saveamericans #LetsGoBrandon #RussiaUkraineConflict,en,"['neverforget', 'ukraine', 'saveamericans', 'letsgobrandon', 'russiaukraineconflict']"
2022-02-25,🇺🇦 🇷🇺 #UKRAINE'S DEFENCE MINISTRY SAYS RUSSIAN FORCES FORM SECOND ECHELON OF TROOPS TO KEEP PACE IN SOME AREAS - RTRS,en,['ukraine']
2022-02-25,Russian Warship GO FUCK YOURSELF. #Ukraine,en,['ukraine']
2022-02-25,"🐕🐾🐈 🐾🤗 #Ukraine ➡️ #Romania #Poland #Hungary  If you are forced to evacuate &amp; have cats/dogs/ferrets you can cross the #Romania #Poland #Hungary borders even if your pet does not have documentation.  Volunteers &amp; vets are at the borders, housing &amp; help available.  ~  https://t.co/ygneg66hgZ",en,"['ukraine', 'romania', 'poland', 'hungary', 'romania', 'poland', 'hungary']"
2022-02-25,even funny most of the #Jews from #Ukraine who received refugee status in the United States because they were afraid of their own neighbors are now scolding #Putin who came to stop these Nazis! Isn’t this a surreal situation,en,"['jews', 'ukraine', 'putin']"
2022-02-25,"Blue Dog #news @kyivmetroalerts  'Public transport will not work during curfew. At the same time, metro stations will be available as shelters around the clock.'  #TOPNEWS #Ukraine #transport #shelter  #RussiaUkraineWar #Russian #HumanRightsViolations  #Metro #civilians #TRAIN",en,"['news', 'topnews', 'ukraine', 'transport', 'shelter', 'russiaukrainewar', 'russian', 'humanrightsviolations', 'metro', 'civilians', 'train']"
2022-02-25,"And yet the US and EU are leading the way in preventing this happening....  Both the US and EU won't do this because they are more interested in protecting their own needs than the people of #Ukraine!  Such a shame that US, EU &amp; UK MSM won't #BackBoris to #StandWithUkraine",en,"['ukraine', 'backboris', 'standwithukraine']"
2022-02-25,"#Ukraine  @bbclysedoucet Lyse Doucet not only has the nicest name, but the most engaging of voices, quivering, vulnerable, informative...across the surprise, shock of a 21st century war in Europe And she's still in Kyiv!  Take care Lyse &amp; journalists doing it in the name of truth",en,['ukraine']
2022-02-25,@ASBMilitary A comedian and an actual joke this guy. No really he is an actual comedian. (Fakt check please) #selenskij the clown reading his script. #Ukraine,en,"['selenskij', 'ukraine']"
2022-02-25,"As #Russia goes to war against #Ukraine, #hackers linked to the Iranian Ministry of Intel &amp; Security are exploiting bugs to conduct cyber espionage and other malicious attacks against organisations globally including in Asia, the US &amp; the UK, cyber &amp; law authorities have warned.  https://t.co/B4ydxtUKzO",en,"['russia', 'ukraine', 'hackers']"
2022-02-25,This war is Unnecessary.Stop it Russia!!! You are destroying all efforts for peace!!! Even your country will be destroyed by this no matter how much money you have stored it will happen!!! I hereby call for worldwide protests against the war! We must stand together! #Ukraine,en,['ukraine']
2022-02-25,'Na Me Dey Run Lagos' BBNaija Angel Brags As Erica &amp; Fans Drool Over Her Photos  https://t.co/KOlRUPhtyB #Ukraine #UkraineRussia #Zelenskiy #zinoleesky #NairaMarley,en,"['ukraine', 'ukrainerussia', 'zelenskiy', 'zinoleesky', 'nairamarley']"
2022-02-25,Ww3 was prophesied in one book. The bible.  #isupk #Ukraine,en,"['isupk', 'ukraine']"
2022-02-25,Help #Ukraine Emergency Appeal  https://t.co/lf9yzxuv9H,en,['ukraine']
2022-02-25,#UnitedNations since 1945 on every serious matter. #WorldWarIII  #Ukraine  https://t.co/Cij9pLmTct,en,"['unitednations', 'worldwariii', 'ukraine']"
2022-02-25,The following words of @Volod_Ishchenko give us a good reason for the rise of Ukrainianization and Russianianization that today threatens the autonomy of peoples.   #UkraineRussia #Ukraine #Ukraine #Russia  https://t.co/tyyuFYpdYZ,en,"['ukrainerussia', 'ukraine', 'ukraine', 'russia']"
2022-02-25,We have an #urgentappeal on our website for the unfolding disaster in #Ukraine.  Follow this link  https://t.co/71naGYruFN To support those in poverty who won’t be able to seek refuge elsewhere and churches seeking to provide shelter and help for the internally displaced.,en,"['urgentappeal', 'ukraine']"
2022-02-25,#Ukraine must fight back,en,['ukraine']
2022-02-25,I am surprised by how in depth the infiltration was (and maybe continues to be) in Ukraine. Thankfully it seems many have been intercepted by Ukraine. But of course these individuals are just alleged and not proven. #Ukraine #Crimea #Europe #Donestk #kyiv Long live Ukraine.,en,"['ukraine', 'crimea', 'europe', 'donestk', 'kyiv']"
2022-02-25,"""President #Zelensky did not tell you the truth, but simply deceived you,” he said.   Lavrov insisted #Russia is not carrying out strikes at any civilian infrastructure in #Ukraine.",en,"['zelensky', 'russia', 'ukraine']"
2022-02-25,When all world leaders are hiding and afraid of Putin. This great man President Zelensky is defending country with his spirit.   #UkraineRussia #Ukraine #Kyiv #UkraineUnderAttack #russianinvasion   https://t.co/Lhw0ij2U3o,en,"['ukrainerussia', 'ukraine', 'kyiv', 'ukraineunderattack', 'russianinvasion']"
2022-02-25,All you need to know about #Russia-#Ukraine crisis right now as invasion continues  #RussiaUkraineWar #RussiaUkraine    https://t.co/7hRtYnT6MR,en,"['russia', 'ukraine', 'russiaukrainewar', 'russiaukraine']"
2022-02-25,CONNECT THE .::...s #uspoli #UkraineInvasion #SanctionRussiaNow #TrumpIsARussianAsset  #usa &amp; #uk disarmed #Ukraine,en,"['uspoli', 'ukraineinvasion', 'sanctionrussianow', 'trumpisarussianasset', 'usa', 'uk', 'ukraine']"
2022-02-25,#Ukraine president #Zelensky  This morning we are defending our state alone. Like yesterday.,en,"['ukraine', 'zelensky']"
2022-02-25,i dont know if i’m in the position financially to provide shelter for anyone who comes to ireland from ukraine but if anyone has spare rooms or knows any organisations offering shelter please boost below ⬇️ #Ukraine,en,['ukraine']
2022-02-25,Thank you GOD for everything - I pray for the world with a Rosary everyday as the #BlessedVirgin asked the world to do.  Please GOD help #Ukraine against the #russianWarlordPutin.  Thank you GOD for listening  https://t.co/e7PW0Dp0Db,en,"['blessedvirgin', 'ukraine', 'russianwarlordputin']"
2022-02-25,"What is @NATO going to do, @POTUS? The #Ukraine needs help. Putin is a bully",en,['ukraine']
2022-02-25,It comes to something when #thetaliban have more compassion for #ukraine than #farage  andhis acolytes #FarageOnGBNews #kgbnews @gbnews,en,"['thetaliban', 'ukraine', 'farage', 'farageongbnews', 'kgbnews']"
2022-02-25,"Mission to make ""akhand Russia""  #Putin #NATO #RussiaUkraineWar #UkraineRussia #Ukraine #Russia #PMModi  https://t.co/HltDQUtfQn",en,"['putin', 'nato', 'russiaukrainewar', 'ukrainerussia', 'ukraine', 'russia', 'pmmodi']"
2022-02-25,"#Ukraine   Some certifiably  insane, pigeon brained piece of shit suggested that Biden would name a SCOTUS nominee today to distract Americans from what's going on in Ukraine.  To state what should be obvious,  even during an international crisis, life goes on.  Necessary",en,['ukraine']
2022-02-25,PIGS RULE THE WORLD!   #PinkFloyd #Russia #Ukraine #UkraineRussia  https://t.co/WKLI9PwVb5,en,"['pinkfloyd', 'russia', 'ukraine', 'ukrainerussia']"
2022-02-25,"#BREAKING: #Russian troops are now reportedly inside #Ukraine's capitol city, #Kyiv. #RussiaUkraineWar",en,"['breaking', 'russian', 'ukraine', 'kyiv', 'russiaukrainewar']"
2022-02-25,Surprised the #squad hasn’t joined the #Venezuelan President and #China in supporting the #Russians invading #Ukraine #BidenIsADisgrace #DemocratsAreADisaster #TrumpWasRight,en,"['squad', 'venezuelan', 'china', 'russians', 'ukraine', 'bidenisadisgrace', 'democratsareadisaster', 'trumpwasright']"
2022-02-25,I don't know much about the crisis in #Ukraine but these are heart-wrenching scenes 💔   https://t.co/iSUd8lzuPw,en,['ukraine']
2022-02-25,DEHUMANIZATION OF UKRAINIANS in Russian Propaganda is the biggest alarm bell that every news outlet should be ringing. Dehumanization leads to genocide and enslavement. The West needs to act or live with the regret forever. @CBCNews @CTVNews @globalnews @nationalpost #Ukraine,en,['ukraine']
2022-02-25,"It is important that #anonymous does not stop the cyber war when putin stops his war in #ukraine, because he must not forget the anger of the international people. he must be lying in the dirt",en,"['anonymous', 'ukraine']"
2022-02-25,Joe Biden 's russian sanctions headed to help #Ukraine   #HunterBidensWar  #BidensWar  #BidenIsADisgrace,en,"['ukraine', 'hunterbidenswar', 'bidenswar', 'bidenisadisgrace']"
2022-02-25,"It seems that if the Russian people want to stand with #Ukraine, a massive general strike might do more good then protests. Stay home, buy only the food and medicine you need to live, cripple the economy; it will be painful but not as painful as arrest and more productive.",en,['ukraine']
2022-02-25,"I am donating all revenue from the sell of this NFT artwork to humanitarian help for the civilians of Ukraine.  If you wanna donate and also get a nice piece of art, this is your chance. . Spread the word ! #nft #donation #ukraine",en,"['nft', 'donation', 'ukraine']"
2022-02-25,JUST IN: 🇺🇦 Ukranian NGO received $3 million worth of #Bitcoin from a single donor 🤯 #CryptoNews #Ukraine,en,"['bitcoin', 'cryptonews', 'ukraine']"
2022-02-25,BREAKING: Eyewitnesses report that Russian troops are approaching Kherson  ✅Verified Video and Informations   #UkraineRussiaConflict #Ukraine #Russia  https://t.co/DCs1zw70VI,en,"['ukrainerussiaconflict', 'ukraine', 'russia']"
2022-02-25,Act NOW! Do something tangible! Kick Kremlin out of SWIFT. #Swift #kickRussiaOutOfSWIFT #StandWithUkraine #FuckPutin #Ukraine,en,"['swift', 'kickrussiaoutofswift', 'standwithukraine', 'fuckputin', 'ukraine']"
2022-02-25,#NATO #Ukraine why do I get the feeling that NATO is just a BS alliance? Never does what was supposed to do?,en,"['nato', 'ukraine']"
2022-02-25,You no there's a problem when the taliban are telling people to chill... Just waiting for isis to put there 2 pence in..   #isis #taliban #Russia #Ukraine #RussiaUkraineWar,en,"['isis', 'taliban', 'russia', 'ukraine', 'russiaukrainewar']"
2022-02-25,"#Ukraine #UkraineUnderAttack   Destroyed Ukrainian Buk-M1 air defence system and support vehicles.  *Another example of #PutinIsaWarCriminal's ""Peacekeeping""  https://t.co/0mrnWZb3mj",en,"['ukraine', 'ukraineunderattack', 'putinisawarcriminal']"
2022-02-25,@DappieGangNFT Sending love to #Ukraine 🇺🇦❤️🙏  I’m in! #StopWar,en,"['ukraine', 'stopwar']"
2022-02-25,What direct steps has the Irish government taken in response to the Russian invasion of Ukraine? Is Aeroflot still flying into Dublin for instance? Small beer I know but we must do something. #Ukraine #Ireland @DeptEnterprise @dfatirl,en,"['ukraine', 'ireland']"
2022-02-25,Current prediction: Russia takes Ukraine as the west does nothing. China sees this lack of action and will proceed to take Taiwan.  🤡🤡🤡 #Ukraine #Russia @biden,en,"['ukraine', 'russia']"
2022-02-25,Western nations and NATO must intervene  #Ukraine @POTUS,en,['ukraine']
2022-02-25,"Jesus' #Transfiguration on the mountain is the direct opposite of the transfiguration of destruction, death, and war raining down in #Ukraine   Jesus brings shock and awe but it is not to destroy—it is to build, to renew, and to bring hope  https://t.co/hTbjE5IOj1",en,"['transfiguration', 'ukraine']"
2022-02-25,25.2.2022 Ashes… #ukraine #war #photooftheday #photodujour  https://t.co/luRJfFgWRO,en,"['ukraine', 'war', 'photooftheday', 'photodujour']"
2022-02-25,"Shelter our sky, we will handle the rest. #Ukraine @POTUS @BorisJohnson",en,['ukraine']
2022-02-25,"Just can’t believe this is happening in Europe, in 2022 #Ukraine #Kiev #family #invasion",en,"['ukraine', 'kiev', 'family', 'invasion']"
2022-02-25,#Ucrania #Ukraine Bruh  https://t.co/D04JVnDuhv,en,"['ucrania', 'ukraine']"
2022-02-25,"#ukraine If you still believe that that man is actually getting rid of Nazis, then let's talk about the Forbes Ave. Bridge in Pittsburgh. I think you'd like to buy it.",en,['ukraine']
2022-02-25,"Understanding what is happening through Lieutenant-General Jonathon Riley, a former commander of British Forces in Sierra Leone and Iraq, and Deputy Commander of all #Nato forces in Afghanistan.  A better breakdown you will not find today 👇#Ukraine   https://t.co/q1er22Bjma",en,"['nato', 'ukraine']"
2022-02-25,IRCC Notice on Immigration measures for people affected by the situation in Ukraine. #canada #immigration #ukraine   https://t.co/QYsARqyqTO,en,"['canada', 'immigration', 'ukraine']"
2022-02-25,Here’s one place to donate funds to support the people in #Ukraine. #UkraineInvasion #UkraineWar #HelpUkraine  https://t.co/0BzrgJiTpp,en,"['ukraine', 'ukraineinvasion', 'ukrainewar', 'helpukraine']"
2022-02-25,Oh my God.!  Did he lost control or did he do on purpose #RussiaUkraineWar #Ukraine #UkraineUnderAttack #RussiaUkraine,en,"['russiaukrainewar', 'ukraine', 'ukraineunderattack', 'russiaukraine']"
2022-02-25,Nato chief Jens Stoltenberg said that he thought the sort of conflict in Ukraine were seeing had been consigned to history. It’s exactly this sort of complacent thinking across the West that allowed Putin to act with impunity #Ukraine,en,['ukraine']
2022-02-25,The Russian invaders suffer casualties  #Ukraine  https://t.co/g6NrhnXKS5,en,['ukraine']
2022-02-25,Can not believe what the world is witnessing. HEARTBROKEN watching evil happen #Ukraine #UkraineRussia   https://t.co/Dd5vlaBbdy,en,"['ukraine', 'ukrainerussia']"
2022-02-25,Hey January 6th 'visitors'!  Why don't you all reconvene and do it to Putin now at his place...and actually succeed!  #Ukraine #RussiaUkraineConflict #January6thInsurrection #Putin #INSURRECTIONISTS,en,"['ukraine', 'russiaukraineconflict', 'january6thinsurrection', 'putin', 'insurrectionists']"
2022-02-25,“1-Vladimir #Putin’s violation of the territorial integrity and national sovereignty of #Ukraine is illegal and unacceptable. It shakes the very foundations of #international security. #Russia’s actions must be met with immediate economic and diplomatic consequences.#FP4A #VA10,en,"['putin', 'ukraine', 'international', 'russia', 'fp4a', 'va10']"
2022-02-25,Russia 🆚 Ukraine on the 2nd day of the war. The situation as of now. #russia #Ukraine #war #NoWar #Putin  https://t.co/JIIV9gbgxn,en,"['russia', 'ukraine', 'war', 'nowar', 'putin']"
